Perror,Pfailure,SNR,iterations,n,n words,rate,time per word
0.0,0.96,1.5,9.94,1440,100,2/3B,0.3957749629020691
0.0,0.01,2.0,5.43,1440,100,2/3B,0.21825538635253905
0.0,0.0,2.5,3.25,1440,100,2/3B,0.1338520574569702
0.0,0.0,3.0,2.34,1440,100,2/3B,0.09748697280883788
0.0,0.0,3.5,1.84,1440,100,2/3B,0.08036345481872559
0.0,0.0,4.0,1.5,1440,100,2/3B,0.06329505443572997
0.0,0.0,4.5,1.2,1440,100,2/3B,0.05191013813018799
0.0,1.0,0.5,10.0,1824,100,2/3A,0.493417603969574
0.0,1.0,1.0,10.0,1824,100,2/3A,0.5159292650222779
0.0,1.0,1.5,10.0,1824,100,2/3A,0.47476669788360604
0.0,0.0,2.0,5.51,1824,100,2/3A,0.27015530586242675
0.0,0.0,2.5,3.4,1824,100,2/3A,0.16652912616729734
0.0,0.0,3.0,2.38,1824,100,2/3A,0.12842905282974246
0.0,0.0,3.5,1.9,1824,100,2/3A,0.10226396083831787
0.0,0.0,4.0,1.54,1824,100,2/3A,0.07992316961288452
0.0,0.0,4.5,1.26,1824,100,2/3A,0.06454439401626587
0.0,1.0,0.5,10.0,1152,100,1/2,0.3133576416969299
0.0,1.0,1.0,10.0,1152,100,1/2,0.3081355261802673
0.0,0.49,1.5,8.96,1152,100,1/2,0.2746014261245728
0.0,0.0,2.0,5.16,1152,100,1/2,0.17128617763519288
0.0,0.0,2.5,3.6,1152,100,1/2,0.11669078826904294
0.0,0.0,3.0,2.8,1152,100,1/2,0.08543502807617187
0.0,0.0,3.5,2.27,1152,100,1/2,0.0726519775390625
0.0,0.0,4.0,2.02,1152,100,1/2,0.06488313913345338
0.0,0.0,4.5,1.79,1152,100,1/2,0.060655381679534916
0.0,1.0,0.5,10.0,2112,100,2/3A,0.5831431984901428
0.0,1.0,1.0,10.0,2112,100,2/3A,0.5770167827606201
0.0,1.0,1.5,10.0,2112,100,2/3A,0.5990317749977112
0.0,0.01,2.0,5.55,2112,100,2/3A,0.33618587732315064
0.0,0.0,2.5,3.51,2112,100,2/3A,0.20384804487228395
0.0,0.0,3.0,2.52,2112,100,2/3A,0.14876416683197022
0.0,0.0,3.5,2.06,2112,100,2/3A,0.12096910953521728
0.0,0.0,4.0,1.63,2112,100,2/3A,0.09903843879699707
0.0,0.0,4.5,1.38,2112,100,2/3A,0.0846812915802002
0.0,1.0,0.5,10.0,1344,100,2/3B,0.3576550006866455
0.0,1.0,1.0,10.0,1344,100,2/3B,0.38391262769699097
0.0,0.97,1.5,9.95,1344,100,2/3B,0.3659975862503052
0.0,0.0,2.0,5.06,1344,100,2/3B,0.19848304033279415
0.0,0.0,2.5,3.2,1344,100,2/3B,0.11993850231170655
0.0,0.0,3.0,2.32,1344,100,2/3B,0.09456568956375122
0.0,0.0,3.5,1.89,1344,100,2/3B,0.07635506629943847
0.0,0.0,4.0,1.52,1344,100,2/3B,0.05978456258773804
0.0,0.0,4.5,1.19,1344,100,2/3B,0.048189516067504885
0.0,1.0,0.5,10.0,576,100,5/6,0.1414794111251831
0.0,1.0,1.0,10.0,576,100,5/6,0.14053902626037598
0.0,1.0,1.5,10.0,576,100,5/6,0.14094423294067382
0.0,0.54,2.0,7.99,576,100,5/6,0.11304582118988035
0.0,0.05,2.5,3.59,576,100,5/6,0.05160805940628052
0.0,0.0,3.0,1.99,576,100,5/6,0.02927905559539795
0.0,0.0,3.5,1.39,576,100,5/6,0.02088428497314453
0.0,0.0,4.0,1.05,576,100,5/6,0.016144468784332275
0.0,0.0,4.5,0.86,576,100,5/6,0.013449780941009522
0.0,1.0,0.5,10.0,2016,100,5/6,0.5879156541824341
0.0,1.0,1.0,10.0,2016,100,5/6,0.5781316232681274
0.0,1.0,1.5,10.0,2016,100,5/6,0.5821484065055847
0.0,0.71,2.0,9.13,2016,100,5/6,0.5527198100090027
0.0,0.0,2.5,3.91,2016,100,5/6,0.2376880884170532
0.0,0.0,3.0,2.38,2016,100,5/6,0.14357651948928832
0.0,0.0,3.5,1.68,2016,100,5/6,0.10323934078216553
0.0,0.0,4.0,1.25,2016,100,5/6,0.08271974802017212
0.0,0.0,4.5,1.07,2016,100,5/6,0.06954170942306519
0.0,1.0,0.5,10.0,1248,100,3/4A,0.3563270926475525
0.0,1.0,1.0,10.0,1248,100,3/4A,0.3605066680908203
0.0,1.0,1.5,10.0,1248,100,3/4A,0.35482245922088623
0.0,0.1,2.0,6.05,1248,100,3/4A,0.211325478553772
0.0,0.0,2.5,3.09,1248,100,3/4A,0.11138684749603273
0.0,0.0,3.0,2.25,1248,100,3/4A,0.08254388093948364
0.0,0.0,3.5,1.67,1248,100,3/4A,0.06291859865188598
0.0,0.0,4.0,1.34,1248,100,3/4A,0.05180851459503174
0.0,0.0,4.5,1.05,1248,100,3/4A,0.042706964015960684
0.0,1.0,0.5,10.0,1440,100,2/3A,0.3902716135978699
0.0,1.0,1.0,10.0,1440,100,2/3A,0.3914346623420715
0.0,0.95,1.5,9.9,1440,100,2/3A,0.3859416580200195
0.0,0.0,2.0,5.32,1440,100,2/3A,0.21548285245895385
0.0,0.0,2.5,3.29,1440,100,2/3A,0.13427149534225466
0.0,0.0,3.0,2.38,1440,100,2/3A,0.09615023851394654
0.0,0.0,3.5,1.89,1440,100,2/3A,0.07701567888259887
0.0,0.0,4.0,1.51,1440,100,2/3A,0.06263115167617797
0.0,0.0,4.5,1.26,1440,100,2/3A,0.054177017211914064
0.0,1.0,0.5,10.0,576,100,3/4B,0.15353663206100465
0.0,1.0,1.0,10.0,576,100,3/4B,0.15077927589416504
0.0,0.96,1.5,9.96,576,100,3/4B,0.15203944206237793
0.0,0.09,2.0,5.43,576,100,3/4B,0.08280000686645507
0.0,0.0,2.5,2.92,576,100,3/4B,0.04541754245758057
0.0,0.0,3.0,1.95,576,100,3/4B,0.030813775062561038
0.0,0.0,3.5,1.4,576,100,3/4B,0.022826251983642583
0.0,0.0,4.0,1.15,576,100,3/4B,0.018791322708129884
0.0,0.0,4.5,0.99,576,100,3/4B,0.016566417217254638
0.0,1.0,0.5,10.0,960,100,3/4B,0.2744902610778809
0.0,1.0,1.0,10.0,960,100,3/4B,0.2787696647644043
0.0,1.0,1.5,10.0,960,100,3/4B,0.2870909357070923
0.0,0.11,2.0,6.16,960,100,3/4B,0.17410702705383302
0.0,0.0,2.5,3.22,960,100,3/4B,0.09261984586715698
0.0,0.0,3.0,2.17,960,100,3/4B,0.06310105800628663
0.0,0.0,3.5,1.62,960,100,3/4B,0.0480420446395874
0.0,0.0,4.0,1.31,960,100,3/4B,0.0385173225402832
0.0,0.0,4.5,1.12,960,100,3/4B,0.03425964117050171
0.0,1.0,0.5,10.0,576,100,3/4A,0.1405004596710205
0.0,1.0,1.0,10.0,576,100,3/4A,0.140298593044281
0.0,0.99,1.5,9.98,576,100,3/4A,0.13964621782302855
0.0,0.18,2.0,6.0,576,100,3/4A,0.0851181435585022
0.0,0.0,2.5,2.93,576,100,3/4A,0.04236360311508178
0.0,0.0,3.0,1.98,576,100,3/4A,0.02911664485931396
0.0,0.0,3.5,1.47,576,100,3/4A,0.02199274063110352
0.0,0.0,4.0,1.13,576,100,3/4A,0.017280220985412598
0.0,0.0,4.5,0.98,576,100,3/4A,0.015131938457489013
0.0,1.0,0.5,10.0,1536,100,2/3A,0.4085288691520691
0.0,1.0,1.0,10.0,1536,100,2/3A,0.4249865365028381
0.0,0.96,1.5,9.93,1536,100,2/3A,0.41330440282821657
0.0,0.01,2.0,5.48,1536,100,2/3A,0.232040421962738
0.0,0.0,2.5,3.21,1536,100,2/3A,0.13918051958084107
0.0,0.0,3.0,2.38,1536,100,2/3A,0.10477157831192016
0.0,0.0,3.5,1.95,1536,100,2/3A,0.08460411787033081
0.0,0.0,4.0,1.51,1536,100,2/3A,0.06840503454208374
0.0,0.0,4.5,1.21,1536,100,2/3A,0.05850677251815796
0.0,1.0,0.5,10.0,672,100,5/6,0.16874107837677002
0.0,1.0,1.0,10.0,672,100,5/6,0.1686636233329773
0.0,1.0,1.5,10.0,672,100,5/6,0.16800731420516968
0.0,0.56,2.0,8.31,672,100,5/6,0.14003851413726806
0.0,0.02,2.5,3.45,672,100,5/6,0.05945154666900634
0.0,0.0,3.0,1.9,672,100,5/6,0.03342059850692749
0.0,0.0,3.5,1.4,672,100,5/6,0.025157947540283204
0.0,0.0,4.0,1.06,672,100,5/6,0.01934330701828003
0.0,0.0,4.5,0.83,672,100,5/6,0.015507671833038332
0.0,1.0,0.5,10.0,1536,100,3/4A,0.4311950945854187
0.0,1.0,1.0,10.0,1536,100,3/4A,0.44094069480896003
0.0,1.0,1.5,10.0,1536,100,3/4A,0.4459165501594544
0.0,0.08,2.0,6.54,1536,100,3/4A,0.2965100336074829
0.0,0.0,2.5,3.39,1536,100,3/4A,0.15576630115509033
0.0,0.0,3.0,2.37,1536,100,3/4A,0.11241204261779786
0.0,0.0,3.5,1.81,1536,100,3/4A,0.08247533559799193
0.0,0.0,4.0,1.33,1536,100,3/4A,0.06521494626998901
0.0,0.0,4.5,1.16,1536,100,3/4A,0.05775223255157471
0.0,1.0,0.5,10.0,1632,100,3/4B,0.4905116200447083
0.0,1.0,1.0,10.0,1632,100,3/4B,0.4938464474678039
0.0,1.0,1.5,10.0,1632,100,3/4B,0.4955432772636413
0.0,0.08,2.0,6.48,1632,100,3/4B,0.3251083374023437
0.0,0.0,2.5,3.42,1632,100,3/4B,0.17013288736343385
0.0,0.0,3.0,2.46,1632,100,3/4B,0.12481263875961306
0.0,0.0,3.5,1.94,1632,100,3/4B,0.0979461908340454
0.0,0.0,4.0,1.51,1632,100,3/4B,0.07787636756896972
0.0,0.0,4.5,1.28,1632,100,3/4B,0.06771997690200805
0.0,1.0,0.5,10.0,672,100,2/3A,0.15848580598831175
0.0,1.0,1.0,10.0,672,100,2/3A,0.15835325241088868
0.0,0.88,1.5,9.77,672,100,2/3A,0.15522363185882568
0.0,0.06,2.0,5.42,672,100,2/3A,0.08694632053375244
0.0,0.0,2.5,3.12,672,100,2/3A,0.05081209659576416
0.0,0.0,3.0,2.1,672,100,2/3A,0.03461018562316895
0.0,0.0,3.5,1.72,672,100,2/3A,0.028619790077209474
0.0,0.0,4.0,1.25,672,100,2/3A,0.021273889541625974
0.0,0.0,4.5,1.11,672,100,2/3A,0.01912118911743164
0.0,1.0,0.5,10.0,1440,100,3/4A,0.4125364828109741
0.0,1.0,1.0,10.0,1440,100,3/4A,0.4033444666862488
0.0,1.0,1.5,10.0,1440,100,3/4A,0.3898169445991516
0.0,0.09,2.0,6.28,1440,100,3/4A,0.246279079914093
0.0,0.0,2.5,3.24,1440,100,3/4A,0.13212547779083253
0.0,0.0,3.0,2.29,1440,100,3/4A,0.10024242639541626
0.0,0.0,3.5,1.79,1440,100,3/4A,0.07874826669692993
0.0,0.0,4.0,1.34,1440,100,3/4A,0.060800161361694326
0.0,0.0,4.5,1.14,1440,100,3/4A,0.052215194702148436
0.0,1.0,0.5,10.0,864,100,5/6,0.23064909219741825
0.0,1.0,1.0,10.0,864,100,5/6,0.22910609006881716
0.0,1.0,1.5,10.0,864,100,5/6,0.22984041929244994
0.0,0.58,2.0,8.38,864,100,5/6,0.19815192937850956
0.0,0.01,2.5,3.42,864,100,5/6,0.08199409008026122
0.0,0.0,3.0,1.99,864,100,5/6,0.04803400039672852
0.0,0.0,3.5,1.45,864,100,5/6,0.03570640325546265
0.0,0.0,4.0,1.11,864,100,5/6,0.02749215364456177
0.0,0.0,4.5,0.95,864,100,5/6,0.024321527481079103
0.0,1.0,0.5,10.0,1824,100,1/2,0.5322720623016357
0.0,1.0,1.0,10.0,1824,100,1/2,0.5234704852104187
0.0,0.66,1.5,9.52,1824,100,1/2,0.4928496742248536
0.0,0.0,2.0,5.56,1824,100,1/2,0.2836733293533325
0.0,0.0,2.5,3.8,1824,100,1/2,0.20014991521835326
0.0,0.0,3.0,3.04,1824,100,1/2,0.15705979108810425
0.0,0.0,3.5,2.44,1824,100,1/2,0.12054068088531494
0.0,0.0,4.0,2.05,1824,100,1/2,0.10110249280929566
0.0,0.0,4.5,1.89,1824,100,1/2,0.09286165237426758
0.0,1.0,0.5,10.0,672,100,3/4A,0.16718051910400392
0.0,1.0,1.0,10.0,672,100,3/4A,0.1664459490776062
0.0,0.98,1.5,9.96,672,100,3/4A,0.1667616868019104
0.0,0.14,2.0,6.23,672,100,3/4A,0.10526488304138183
0.0,0.0,2.5,3.05,672,100,3/4A,0.05257241725921631
0.0,0.0,3.0,2.01,672,100,3/4A,0.03511275053024292
0.0,0.0,3.5,1.58,672,100,3/4A,0.027881658077239992
0.0,0.0,4.0,1.18,672,100,3/4A,0.02135049343109131
0.0,0.0,4.5,1.03,672,100,3/4A,0.01879687786102295
0.0,1.0,0.5,10.0,2016,100,3/4A,0.5857497453689575
0.0,1.0,1.0,10.0,2016,100,3/4A,0.6030370211601257
0.0,1.0,1.5,10.0,2016,100,3/4A,0.5943870115280151
0.0,0.09,2.0,6.67,2016,100,3/4A,0.3935891771316528
0.0,0.0,2.5,3.51,2016,100,3/4A,0.2067935609817505
0.0,0.0,3.0,2.38,2016,100,3/4A,0.15048919677734374
0.0,0.0,3.5,1.87,2016,100,3/4A,0.11713549137115478
